private_cofinancing,project_name,lat,description,beneficiary_name,public_cofinancing,long,fund,eu_amount,address,duration
2000000,2e fase Revitalisering ZKD,,"Haags bedrijventerrein krijgt een duurzaam tweede leven Het sterk verouderde bedrijventerrein Zichtenburg, Kerketuinen, Dekkershoek (ZKD) had alle aantrekkingskracht verloren. Met het oog op de werkgelegenheid besloot Den Haag daarom dit terrein in Den Haag Zuidwest nieuw leven in te blazen. Inmiddels is de eerste fase van het revitaliseringsplan afgerond. Dit heeft het tij doen keren als het gaat om veroudering, leegstand, criminaliteit en achterstand bij beheer en onderhoud. De openbare ruimte was deels al flink opgeknapt met onder meer groenvernieuwing, extra bomen en meer parkeerplaatsen, maar kreeg in de tweede fase een duurzaam tintje, in nauwe samenwerking met de bedrijven. Kansen voor West leverde een bijdrage aan dit vervolg van de revitalisering, waarbij nog meer groen werd aangelegd en de veiligheid voor fietsers en automobilisten werd vergroot, onder meer door het plaatsen van verkeersdrempels. Het duurzame aspect is terug te vinden in oplaadpunten voor elektrische auto’s, energiezuinige ledverlichting en groene dakbedekking. Ook werden gescheiden waterafvoeren aangelegd en ledverlichting toegepast. Een goed onderhoudsplan moet voorkomen dat de openbare ruimte van dit bedrijventerrein opnieuw in verval raakt. Samenwerking tussen : gemeente Den Haag, provincie Zuid-Holland, Industrieschap Plaspoelpolder en de bedrijfsvereniging ZKD.","Gemeente Den Haag, Dienst Stadsbeheer",3320829,,EFRO,1872496,2511BT,Looptijd: van 12 januari 2011 tot 31 augustus 2015
988805,TETRRA (INTERREG EMR),42.4106499,"Het grensoverschrijdende project „TeTRRA – Technology Transfer and Recruiting in Rural Areas“ heeft zich als doel gesteld, de technologietransfer tussen hogescholen en wetenschappelijke instellingen alsmede innovatieve kmo’s in het landelijke gedeelte van de Euregio Maas-Rijn (EMR) te stimuleren.
 
Daarbij wil men vooral de wederzijdse dialoog tussen actoren uit wetenschap en economie opstarten en uitbreiden, maar ook contacten en netwerken tussen de ondernemingen zelf uitbouwen. Zodoende wil het trinationale „TeTRRA“-project de economische en technologische capaciteit van de kmo’s, maar ook de praktijkgerichte knowhow in de landelijke delen van de EMR versterken.
 
Ondernemingen intensief adviseren en ondersteunen in de realisatie van innovatieve ideeën, producten en diensten, of hen helpen bij de aanwerving van geschoolde medewerkers zijn maar enkele elementen uit het pakket maatregelen dat gepland staat.
 
Nederlandse partner in dit project:
- Hogeschool Zuyd 
Postbus 550, NL-6400 AN Heerlen
Nieuw Eyckholt 300, NL-6419 DJ Heerlen
Contactpersoon:
CMA Van Rosmalen (voorzitter)
045/4006115
 
- Stellwerk bv
Aterstraat 54a, NL-6411 HB Heerlen
Contactpersoon:
De heer Lars Vervoort
l.vervoort@stellwerk.nl","Grensoverschrijdend samenwerkingsverband met Nederlandse, Duitse en Belgische projectpartners.  De leadpartner is: AGIT mbH",1115157,-90.810357,INTERREG,2103963,52068,Looptijd: van  1 oktober 2010 tot 30 september 2014
,Grote Markt Oostwand,53.2143754,"Het project bestaat uit een majeure ruimtelijke en infrastructurele ingreep in het centrum van Groningen. De gehele Oostwand van de Grote markt wordt gesloopt en 15 meter naar voren weer opgebouwd. Hierdoor krijgt de Grote markt haar historische begrenzing en intimiteit terug. De nieuwe Oostwand krijgt een bestemming van detailhandel, horeca en dienstverlening. De gemeente maakt de plek bouwrijp (2009-2014) waarna een projectontwikkelaar de nieuwe Oostwand realiseert (2015). Een deel van de nieuwbouw realiseert de Gemeente zelf.
De huidige (verpauperde) Oostwand krijgt met de nieuwbouw een aantrekkelijker en meer eenduidig aangezicht. Er komen meer mogelijkheden voor horeca en dienstverlening. Door de verplaatsing van de bebouwing krijgt de grote markt opnieuw de (kleinere) afmetingen die hij historisch gezien had. Daarbij komt aan de achterkant van de Oostwand een nieuwe markt tot stand, wat weer nieuwe mogelijkheden schept om deze te gebruiken (één mogelijkheid is het nieuwe Forum). Tenslotte wordt de ontsluiting van het gebied verbeterd door de ondergrondse fietsenstalling.
Het doel is om het oostelijke deel van de binnenstad van Groningen een nieuwe economische impuls te geven. Ook worden met deze ingreep de cultuurhistorische waarden van de plek hersteld. Tenslotte wordt geïnvesteerd in een betere bereikbaarheid van de binnenstad door de realisatie van een ondergrondse fietsenkelder in het gebied. Boven op de fietsenkelder komt een nieuw plein. De verwachting is dat het project als een hefboom werkt waardoor andere (publieke en private) investeringen in en rondom het gebied worden uitgelokt of versneld.",Gemeente Groningen,,6.5653194,EFRO,8873117,9711 HL,Looptijd: van 24 april 2009 tot 31 december 2014
1590055,Geo Valley,52.6888249,"Onze leefomgeving staat steeds meer onder druk. Door de noodzaak de schaarse ruimte te gebruiken en te beheren, de gevolgen van ingrepen op de maatschappij te voorspellen en de risico's als gevolg van klimaatverandering te bepalen is het belangrijk om te beschikken over wereldwijde, actuele geo-informatie. Het Geomatics Business Park (GBP) huisvest bedrijven en kennisinstellingen actief in deze innovatieve, snel groeiende geomatica sector. Geo Valley wil met innovatieve, op ruimtevaartgegevens gebaseerde geomatica producten en diensten bijdragen aan een schone en veilige leefomgeving en het ontwikkelen van nieuwe economische bedrijvigheid. Geo Valley bestaat uit twee deelprojecten. Het eerste is opgedeeld in 4 thematische clusters: lucht, ruimte, water en geomatica technologie &amp, infrastructuur. Binnen ieder cluster is een verzameling van bedrijven en instellingen actief om innovaties te ontwikkelen die aansluiten bij de toenemende behoefte aan geo-informatie in onze maatschappij. Ook streeft Geo Valley er naar de beschikbaarheid en toegankelijkheid van geo-informatie te verbeteren door ontwikkeling van op Internet gebaseerde faciliteiten. Het tweede deelproject richt zich vooral op de creatie van meerwaarde voor alle stakeholders, het bewaken van output doelstellingen, project management, de positionering van GBP als internationaal dienstencentrum voor omgevingsinformatie en het bevorderen van de synergie, kennisborging en promotie. Samenwerking tussen : Alkyon-Arcadis, Argeops, BMT ARGOSS, Ecoflight, Infram, IMARES, ITC, NLR, SOVON, Stichting GBP, TNO, TU Delft, de Universiteit van Amsterdam en Stichting Geomatica Business Park.",Stichting Geomatics Business Park,2685195,5.8967603,EFRO,1892328,8316PT,Looptijd: van  1 juli 2007 tot 30 september 2013
363542,"VC 24/7 - ""De toekomst van de verspaning in Brabant""",51.4529704,,Verspaningstechniek Deurne B.V.,97877,5.8055982,EFRO,97876,5753 PM,Looptijd: van  4 juli 2008 tot 31 maart 2012
,Kolonie in Beeld,,"Het project 'Kolonie in beeld' betreft het versterken van de eenheid in het beeld van het kolonie- en gevangenisdorp Veenhuizen als cultuurhistorisch en landschappelijk erfgoed. Daarmee wordt de aantrekkelijkheid en het vestigingsklimaat van het dorp vergroot. Dit heeft meerwaarde voor het aantrekken van nieuwe economische bedrijvigheid voornamelijk in de zorg, onderwijs, ambachten, maar ook de toeristisch-recreatieve functies.Doel van het project is het vergroten van de visuele aantrekkelijkheid van het koloniedorp Veenhuizen door versterking van het cultuurhistorische en landschappelijke beeld bij binnenkomst. Het effect hiervan zal groei opleveren van nieuwe economische dragers in het gebied Veenhuizen, met name in relatie tot stijging van de aantallen bezoekers en in het verlengde daarvan toename van de toeristische bestedingen.",Gemeente Noordenveld,3584902,,EFRO,2389934,,Looptijd: van 23 juni 2008 tot 31 december 2012
,Kunstfactor,52.0907897,"Kunstfactor is een bundeling van koepelorganisaties voor de amateurkunst. Dit sectorinstituut wil zich vestigen in de historische binnenstad van de stad Utrecht. De subsidie is voor de verbouwing van een monumentaal kantoorpand dat Kunstfactor zal betrekken voor een periode van minimaal 10 jaar. Door deze verbouwing kan Kunstfactor zich vestigen binnen de gemeente Utrecht. De komst van Kunstfactor levert een bijdrage aan de ambities van de gemeente Utrecht op het gebied van kunst en cultuur. Dit doet de Kunstfactor onder andere door culturele activiteiten te organiseren. Kunstfactor wil zich ontwikkelen tot het kennis- en expertisecentrum op het gebied van amateurkunst in Nederland, wat ook aansluit bij de doelen van de gemeente Utrecht op het gebied van kennisontwikkeling. Samenwerking tussen : Stichting Kunstfactor.",Stichting Kunstfactor,597000,5.1259123,EFRO,398000,3512 HL,Looptijd: van  1 mei 2008 tot 31 december 2008
,Herinrichting Zandlaan e.o./ Kenniscampus Ede,52.0208308," Hierdoor wordt de kwaliteit van de openbare ruimte en verkeersveligheid verbeterd. De Kenniscampus krijgt een meer open karakter en sluit beter aan op de omliggende gebieden. Het project maakt onderdeel uit van de ontwikkeling van de Kennisas in Ede. De kern hiervan wordt gevormd door de WUR-campus en de Kenniscampus. Ede heeft als doel zichzelf als kennisstad te profileren. Hiervoor moet onder andere een doorlopende leerlijn in het onderwijs (van VMBO tot universitair) worden gerealiseerd, waarbij op alle niveaus een goed afgestemde relatie met het bedrijfsleven bestaat. Vanzelfsprekend is Food het leidende thema in deze regio. De gemeente investeert samen met de CHE, Het Streek, ROC A12, Aeresgroep/PTC+ en woningcorporaties Idealis en Woonstede in het gebied Kenniscampus om bovengenoemde ambitie te realiseren.",Gemeente Ede,1117500,5.6631806,EFRO,1117500,6717,Looptijd: van  1 januari 2012 tot 30 september 2015
307500,Nationaalparkregio MeinWeg (INTERREG D-NL),51.16996779999999," De Meinweg ligt aan beide kanten van de grens in de Nederlanse provincie Limburg en de Duitse districten Heinsberg en Viersen (Noordrijn-Westfalen). In het project werden onder andere grensoverschrijdende, gecombineerde natuurbelevenis-, archeologische en zogenaamde NatuurSmaakRoutes ontwikkeld. Bovendien werden in coöperatie met de Natur- und Umweltschutzakademie NRW (NUA) 18 Nederlandse en 12 Duitse deelnemers in een workshop opgeleid tot gecertificeerde, grensoverschrijdende natuur- en landschapsgids binnen de ""Nationaalparkregio MeinWeg"". Ook de Horeca in de nationaalparkregio werdt bij het project betrokken: Gecertificeerde gastheren van de Nationaalparkregio MeinWeg bieden hun gasten bijzondere arrangementen aan. Het landschappelijk bijzonder aantrekkelijke Meinweggebied beschikt over een rijke geschiedenis die o.a. op het eeuwenlang gemeenschappelijk gebruik van de gemene gronden berust. Daarbij bezaten zowel Nederlanders als Duitsers gemeenschappelijke gebruiksrechten (markgenootschap). De naam Meinweg duidt dan ook op dit gemeenschappelijk gebruik.",Duits-Nederlands Grenspark Maas-Swalm-Nette,167500,6.13157810000007,INTERREG,475000,6075NA Herkenbosch,Looptijd: van  3 april 2009 tot 30 juni 2013
816715,Laak noord Scoort.,,"Laak Noord Scoort met innovatieve wijkaanpak De Haagse wijk Laak Noord heeft een steun in de rug gekregen om met gerichte activiteiten de kracht en kansen van de bewoners te verbeteren. Laak Noord is met 8.000 inwoners een relatief jonge, multiculturele buurt, waarvan bijna de helft van de bevolking een niet-Nederlandse herkomst heeft. Veel mensen in de wijk hebben te maken met een ingewikkelde, problematische leefsituatie, waar ze niet zonder meer zelf uit kunnen komen. Terwijl deze buurt met enorme potenties zich sociaal-cultureel en economisch veel beter zou kunnen ontplooien. Om die potenties beter te benutten werd het programma Gezondheid, Welzijn en Sport Laak Noord opgezet, als onderdeel van het wijkontwikkelingsplan ‘Laak-Noord Scoort’. Daarin werd de problematiek breed benaderd, waarbij gewerkt werd aan een innovatieve aanpak voor stedelijke ontwikkeling. De opgedane kennis heeft zijn (wetenschappelijke) weg gevonden in onder meer het door Kansen voor West gesubsidieerde deelproject ‘De Zaak Laak Noord’, als fysieke broedplaats voor het nieuwe denken en doen. Diverse initiatieven werden ondersteund, zoals het versterken van de zelfwerkzaamheid en participatie, het inzetten van een wijkverpleegkundige als schakel in de wijk, het aanzetten tot sportbeoefening en het opzetten van een platform voor wetenschappers die nieuwe kennis voor de stedelijke ontwikkeling in Laak Noord leveren. Ook kwam er een eerstelijns Centrum voor Gezondheid en Maatschappelijke Dienstverlening.","Gemeente Den Haag, Dienst OCW",954570,,EFRO,1100000,2500DP,Looptijd: van  7 oktober 2010 tot  1 november 2014
,INNERS (INTERREG),52.403272,"In de gemeente Raalte wordt het zwemwater van zwembad  Tijenraan verwarmd door de warmte die in het gezuiverde rioolwater van Waterschap Groot Salland zit. Met dit prachtige project wordt de warmte die inwoners en bedrijven met het afvalwater wegspoelen weer hergebruikt met een maatschappelijk doel! Dit voorbeeldproject is tot stand gekomen na een intensieve samenwerking tussen het waterschap en de gemeente, nadat in 2010 “op een sigarenkistje” was uitgerekend dat er in potentie voldoende energie uit het gezuiverde rioolwater te halen valt. Het Waterschap Groot Salland is initiatiefnemer van dit project dat onderdeel is van het overkoepelende Europese project INNERS, waarvan Groot Salland de leadpartner is en waarin samen met 11 partnerorganisaties uit 6 Europese landen onderzoek wordt gedaan naar het hergebruiken van energie en warmte uit de afvalwaterketen. INNERS staat voor INNovative Energy Recovery Strategies in the urban water cycle.
Hier vind je dat in een schematisch plaatje.
Het  ‘zwembadproject’ in Raalte heeft een  voorbeeldfunctie, nationaal én internationaal. Bijzonder toch? Zwemwater verwarmen met warmte uit rioolwater!
Bekijk het project hier:

 
 
Currently, a transition is taking place in Europe towards an increasing awareness of the effects of our behavior on the environment. Instead of using fossil fuels, the focus slowly shifts towards minimizing energy consumption or using renewable sources of energy with the purpose to reduce carbon emissions. There is an enormous amount of energy within the urban water cycle that is ignored and lost. This can be illustrated by the following figures: municipal wastewater contains ten times the amount of energy needed for the treatment in wastewater treatment plants. On average, only 20% of the energy input in wastewater treatment is recovered energy; this means we are currently using only a small percentage of the available energy recovery potential. INNERS therefore, aims to approach the urban water cycle as a system that transports energy. Our main goal is to improve the energy balance of the urban water cycle by recovering the energy from all different parts within the urban water cycle and by promoting its re-use. The ultimate aim is to devise an urban water cycle that will be energy neutral or even an energy producer. The INNERS project will contribute to the EU climate policy demand to reduce greenhouse gas emissions and to increase the use of currently unexploited renewable sources of energy. Also, a reduced energy demand contributes to lower energy costs and lower urban water cycle costs to the public. This strengthens the position of the urban communities with a more sustainable urban water cycle. Delivering improvement of the energy balance in the water cycle requires the development of new collaborations in North West Europe to transfer knowledge. Also, visible examples have to be developed to show the short and long term benefits. Our project set-up, with a mixture between research and implementation activities guarantees these demands in the most optimal way.","Grensoverschrijdend samenwerkingsverband met projectpartners uit de landen in Noordwest Europa. De lead partner is: Waterschap Groot Salland, Nederland",,6.2523042,INTERREG,912000,8101 NJ,Looptijd: van  1 april 2010 tot 31 december 2014
