project_title,beneficiary,start_date,end_date,eu_cofinancing_amount,total_amount,priority_axis,thematical_program,fund_acronym
Μηχανήματα και Εξοπλισμός,ECO BEST (CYPRUS) LTD,2010,2011,50772,41859,ΑΞΟΝΑΣ ΠΡΟΤΕΡΑΙΟΤΗΤΑΣ (ΑΠ) 4: ΠΑΡΑΓΩΓΙΚΟ ΠΕΡΙΒΑΛΛΟΝ,ΑΠ 4 > ΕΣ 1 > Σχέδιο Χορηγιών για Ενίσχυση της Ανταγωνιστικότητας των ΜΜΕ του Μεταποιητικού Τομέα,ERDF
Μηχανήματα και Εξοπλισμός,ΚΕΡΑΜΕΙΟ ΚΑΚΟΓΙΑΝΝΗ ΛΤΔ,2010,2011,300000,300000,ΑΞΟΝΑΣ ΠΡΟΤΕΡΑΙΟΤΗΤΑΣ (ΑΠ) 4: ΠΑΡΑΓΩΓΙΚΟ ΠΕΡΙΒΑΛΛΟΝ,ΑΠ 4 > ΕΣ 1 > Σχέδιο Χορηγιών για Ενίσχυση της Ανταγωνιστικότητας των ΜΜΕ του Μεταποιητικού Τομέα,ERDF
Μηχανήματα και Εξοπλισμός,C.H.A.P. STRUCTURAL DOUBLE GLAZING LTD,2010,2010,217138,211339,ΑΞΟΝΑΣ ΠΡΟΤΕΡΑΙΟΤΗΤΑΣ (ΑΠ) 4: ΠΑΡΑΓΩΓΙΚΟ ΠΕΡΙΒΑΛΛΟΝ,ΑΠ 4 > ΕΣ 1 > Σχέδιο Χορηγιών για Ενίσχυση της Ανταγωνιστικότητας των ΜΜΕ του Μεταποιητικού Τομέα,ERDF
Μηχανήματα και Εξοπλισμός,Ερωτοκρίτου Κωνσταντίνος Εκκλησιαστικά Ξυλόγλυπτα Λτδ,2010,2011,83722,78923,ΑΞΟΝΑΣ ΠΡΟΤΕΡΑΙΟΤΗΤΑΣ (ΑΠ) 4: ΠΑΡΑΓΩΓΙΚΟ ΠΕΡΙΒΑΛΛΟΝ,ΑΠ 4 > ΕΣ 1 > Σχέδιο Χορηγιών για Ενίσχυση της Ανταγωνιστικότητας των ΜΜΕ του Μεταποιητικού Τομέα,ERDF
Μηχανήματα και Εξοπλισμός,G.P.M. METAL LTD,2010,2011,127874,108476,ΑΞΟΝΑΣ ΠΡΟΤΕΡΑΙΟΤΗΤΑΣ (ΑΠ) 4: ΠΑΡΑΓΩΓΙΚΟ ΠΕΡΙΒΑΛΛΟΝ,ΑΠ 4 > ΕΣ 1 > Σχέδιο Χορηγιών για Ενίσχυση της Ανταγωνιστικότητας των ΜΜΕ του Μεταποιητικού Τομέα,ERDF
Μηχανήματα και Εξοπλισμός,ΚΕΡΑΜΟΠΟΙΕΙΑ ΠΑΛΑΙΚΥΘΡΟΥ Ο ΓΙΓΑΣ ΛΤΔ,2010,2011,300000,179506,ΑΞΟΝΑΣ ΠΡΟΤΕΡΑΙΟΤΗΤΑΣ (ΑΠ) 4: ΠΑΡΑΓΩΓΙΚΟ ΠΕΡΙΒΑΛΛΟΝ,ΑΠ 4 > ΕΣ 1 > Σχέδιο Χορηγιών για Ενίσχυση της Ανταγωνιστικότητας των ΜΜΕ του Μεταποιητικού Τομέα,ERDF
Μηχανήματα και Εξοπλισμός,Salinger Holdings Ltd,2010,2010,44596,,ΑΞΟΝΑΣ ΠΡΟΤΕΡΑΙΟΤΗΤΑΣ (ΑΠ) 4: ΠΑΡΑΓΩΓΙΚΟ ΠΕΡΙΒΑΛΛΟΝ,ΑΠ 4 > ΕΣ 1 > Σχέδιο Χορηγιών για Ενίσχυση της Ανταγωνιστικότητας των ΜΜΕ του Μεταποιητικού Τομέα,ERDF
Μηχανήματα και Εξοπλισμός,E. PARASKEVAS CATERING LTD,2010,2011,154695,89680,ΑΞΟΝΑΣ ΠΡΟΤΕΡΑΙΟΤΗΤΑΣ (ΑΠ) 4: ΠΑΡΑΓΩΓΙΚΟ ΠΕΡΙΒΑΛΛΟΝ,ΑΠ 4 > ΕΣ 1 > Σχέδιο Χορηγιών για Ενίσχυση της Ανταγωνιστικότητας των ΜΜΕ του Μεταποιητικού Τομέα,ERDF
Μηχανήματα και Εξοπλισμός,ΕΠΙΠΛΩΣΕΙΣ ΜΙΧΑΛΑΚΗΣ ΤΟΜΑΖΟΣ & ΥΙΟΣ ΛΤΔ,2010,2011,54621,49988,ΑΞΟΝΑΣ ΠΡΟΤΕΡΑΙΟΤΗΤΑΣ (ΑΠ) 4: ΠΑΡΑΓΩΓΙΚΟ ΠΕΡΙΒΑΛΛΟΝ,ΑΠ 4 > ΕΣ 1 > Σχέδιο Χορηγιών για Ενίσχυση της Ανταγωνιστικότητας των ΜΜΕ του Μεταποιητικού Τομέα,ERDF
Μηχανήματα και Εξοπλισμός,ΓΕΩΡΓΙΟΣ ΝΕΟΚΛΕΟΥΣ ΛΤΔ,2010,2011,11582,9784,ΑΞΟΝΑΣ ΠΡΟΤΕΡΑΙΟΤΗΤΑΣ (ΑΠ) 4: ΠΑΡΑΓΩΓΙΚΟ ΠΕΡΙΒΑΛΛΟΝ,ΑΠ 4 > ΕΣ 1 > Σχέδιο Χορηγιών για Ενίσχυση της Ανταγωνιστικότητας των ΜΜΕ του Μεταποιητικού Τομέα,ERDF
Μηχανήματα και Εξοπλισμός,VICTORIA TRADING LTD,2010,2011,32673,16471,ΑΞΟΝΑΣ ΠΡΟΤΕΡΑΙΟΤΗΤΑΣ (ΑΠ) 4: ΠΑΡΑΓΩΓΙΚΟ ΠΕΡΙΒΑΛΛΟΝ,ΑΠ 4 > ΕΣ 1 > Σχέδιο Χορηγιών για Ενίσχυση της Ανταγωνιστικότητας των ΜΜΕ του Μεταποιητικού Τομέα,ERDF
Μηχανήματα και Εξοπλισμός,S.G. MASSIF WOODEN DOORS & WINDOWS LTD,2010,2012,103252,90344,ΑΞΟΝΑΣ ΠΡΟΤΕΡΑΙΟΤΗΤΑΣ (ΑΠ) 4: ΠΑΡΑΓΩΓΙΚΟ ΠΕΡΙΒΑΛΛΟΝ,ΑΠ 4 > ΕΣ 1 > Σχέδιο Χορηγιών για Ενίσχυση της Ανταγωνιστικότητας των ΜΜΕ του Μεταποιητικού Τομέα,ERDF
Μηχανήματα και Εξοπλισμός,ΕΤΑΙΡΕΙΑ ΑΛΟΥΜΙΝΙΩΝ Ε.Θ.Ε. ΛΤΔ,2010,2012,64346,60983,ΑΞΟΝΑΣ ΠΡΟΤΕΡΑΙΟΤΗΤΑΣ (ΑΠ) 4: ΠΑΡΑΓΩΓΙΚΟ ΠΕΡΙΒΑΛΛΟΝ,ΑΠ 4 > ΕΣ 1 > Σχέδιο Χορηγιών για Ενίσχυση της Ανταγωνιστικότητας των ΜΜΕ του Μεταποιητικού Τομέα,ERDF
Μηχανήματα και Εξοπλισμός,D.A. STROMAN LTD,2010,2011,45907,33366,ΑΞΟΝΑΣ ΠΡΟΤΕΡΑΙΟΤΗΤΑΣ (ΑΠ) 4: ΠΑΡΑΓΩΓΙΚΟ ΠΕΡΙΒΑΛΛΟΝ,ΑΠ 4 > ΕΣ 1 > Σχέδιο Χορηγιών για Ενίσχυση της Ανταγωνιστικότητας των ΜΜΕ του Μεταποιητικού Τομέα,ERDF
Μηχανήματα και Εξοπλισμός,CATERWAYS LTD,2010,2011,151950,133260,ΑΞΟΝΑΣ ΠΡΟΤΕΡΑΙΟΤΗΤΑΣ (ΑΠ) 4: ΠΑΡΑΓΩΓΙΚΟ ΠΕΡΙΒΑΛΛΟΝ,ΑΠ 4 > ΕΣ 1 > Σχέδιο Χορηγιών για Ενίσχυση της Ανταγωνιστικότητας των ΜΜΕ του Μεταποιητικού Τομέα,ERDF
Μηχανήματα και Εξοπλισμός,ΦΟΥΡΝΟΣ ΠΑΠΑΘΑΝΑΣΗ ΛΤΔ,2010,2011,58080,54712,ΑΞΟΝΑΣ ΠΡΟΤΕΡΑΙΟΤΗΤΑΣ (ΑΠ) 4: ΠΑΡΑΓΩΓΙΚΟ ΠΕΡΙΒΑΛΛΟΝ,ΑΠ 4 > ΕΣ 1 > Σχέδιο Χορηγιών για Ενίσχυση της Ανταγωνιστικότητας των ΜΜΕ του Μεταποιητικού Τομέα,ERDF
Μηχανήματα και Εξοπλισμός,Αrtwood Furnitures & Decoration Ltd,2010,2011,17700,16200,ΑΞΟΝΑΣ ΠΡΟΤΕΡΑΙΟΤΗΤΑΣ (ΑΠ) 4: ΠΑΡΑΓΩΓΙΚΟ ΠΕΡΙΒΑΛΛΟΝ,ΑΠ 4 > ΕΣ 1 > Σχέδιο Χορηγιών για Ενίσχυση της Ανταγωνιστικότητας των ΜΜΕ του Μεταποιητικού Τομέα,ERDF
Μηχανήματα και Εξοπλισμός,A. Minas Plastics Co Ltd,2010,2011,66587,50162,ΑΞΟΝΑΣ ΠΡΟΤΕΡΑΙΟΤΗΤΑΣ (ΑΠ) 4: ΠΑΡΑΓΩΓΙΚΟ ΠΕΡΙΒΑΛΛΟΝ,ΑΠ 4 > ΕΣ 1 > Σχέδιο Χορηγιών για Ενίσχυση της Ανταγωνιστικότητας των ΜΜΕ του Μεταποιητικού Τομέα,ERDF
Μηχανήματα και Εξοπλισμός,ΥΑΛΟΔΥΝΑΜΙΚΗ ΛΤΔ,2010,2011,172307,163577,ΑΞΟΝΑΣ ΠΡΟΤΕΡΑΙΟΤΗΤΑΣ (ΑΠ) 4: ΠΑΡΑΓΩΓΙΚΟ ΠΕΡΙΒΑΛΛΟΝ,ΑΠ 4 > ΕΣ 1 > Σχέδιο Χορηγιών για Ενίσχυση της Ανταγωνιστικότητας των ΜΜΕ του Μεταποιητικού Τομέα,ERDF
Μηχανήματα και Εξοπλισμός,Sigma Bakeries Ltd,2010,2012,89678,54218,ΑΞΟΝΑΣ ΠΡΟΤΕΡΑΙΟΤΗΤΑΣ (ΑΠ) 4: ΠΑΡΑΓΩΓΙΚΟ ΠΕΡΙΒΑΛΛΟΝ,ΑΠ 4 > ΕΣ 1 > Σχέδιο Χορηγιών για Ενίσχυση της Ανταγωνιστικότητας των ΜΜΕ του Μεταποιητικού Τομέα,ERDF
Μηχανήματα και Εξοπλισμός,Elysse Αρδεύσεις Λτδ,2011,2012,400000,308985,ΑΞΟΝΑΣ ΠΡΟΤΕΡΑΙΟΤΗΤΑΣ (ΑΠ) 4: ΠΑΡΑΓΩΓΙΚΟ ΠΕΡΙΒΑΛΛΟΝ,ΑΠ 4 > ΕΣ 1 > Σχέδιο Χορηγιών για Ενίσχυση της Ανταγωνιστικότητας των ΜΜΕ του Μεταποιητικού Τομέα,ERDF
Μηχανήματα και Εξοπλισμός,KARNIC POWERBOATS LTD,2011,2012,187519,118529,ΑΞΟΝΑΣ ΠΡΟΤΕΡΑΙΟΤΗΤΑΣ (ΑΠ) 4: ΠΑΡΑΓΩΓΙΚΟ ΠΕΡΙΒΑΛΛΟΝ,ΑΠ 4 > ΕΣ 1 > Σχέδιο Χορηγιών για Ενίσχυση της Ανταγωνιστικότητας των ΜΜΕ του Μεταποιητικού Τομέα,ERDF
Μηχανήματα και Εξοπλισμός,ANGASTINIOTES TRADERS LTD,2011,2011,14086,14086,ΑΞΟΝΑΣ ΠΡΟΤΕΡΑΙΟΤΗΤΑΣ (ΑΠ) 4: ΠΑΡΑΓΩΓΙΚΟ ΠΕΡΙΒΑΛΛΟΝ,ΑΠ 4 > ΕΣ 1 > Σχέδιο Χορηγιών για Ενίσχυση της Ανταγωνιστικότητας των ΜΜΕ του Μεταποιητικού Τομέα,ERDF
Μηχανήματα και Εξοπλισμός,KOKOMIX LTD,2012,2012,103170,103170,ΑΞΟΝΑΣ ΠΡΟΤΕΡΑΙΟΤΗΤΑΣ (ΑΠ) 4: ΠΑΡΑΓΩΓΙΚΟ ΠΕΡΙΒΑΛΛΟΝ,ΑΠ 4 > ΕΣ 1 > Σχέδιο Χορηγιών για Ενίσχυση της Ανταγωνιστικότητας των ΜΜΕ του Μεταποιητικού Τομέα,ERDF
Μηχανήματα και Εξοπλισμός,ΧΡΙΣΤΑΚΗΣ ΚΥΡΙΑΚΟΥ (ΕΠΙΠΛΩΣΕΙΣ - ΞΥΛΟΥΡΓΙΚΑ) ΛΤΔ,2009,2012,9568,8807,ΑΞΟΝΑΣ ΠΡΟΤΕΡΑΙΟΤΗΤΑΣ (ΑΠ) 4: ΠΑΡΑΓΩΓΙΚΟ ΠΕΡΙΒΑΛΛΟΝ,ΑΠ 4 > ΕΣ 1 > Σχέδιο Χορηγιών για Ενίσχυση της Ανταγωνιστικότητας των ΜΜΕ του Μεταποιητικού Τομέα,ERDF
Μηχανήματα και Εξοπλισμός,ΧΡΙΣΤΑΚΗΣ ΚΥΡΙΑΚΟΥ (ΕΠΙΠΛΩΣΕΙΣ - ΞΥΛΟΥΡΓΙΚΑ) ΛΤΔ,2009,2012,9568,8807,ΑΞΟΝΑΣ ΠΡΟΤΕΡΑΙΟΤΗΤΑΣ (ΑΠ) 4: ΠΑΡΑΓΩΓΙΚΟ ΠΕΡΙΒΑΛΛΟΝ,ΑΠ 4 > ΕΣ 1 > Σχέδιο Χορηγιών για Ενίσχυση της Ανταγωνιστικότητας των ΜΜΕ του Μεταποιητικού Τομέα,ERDF
Μηχανήματα και Εξοπλισμός,ΕΡΓΟΣΤΑΣΙΟ ΙΩΑΝΝΗ ΔΗΜΗΤΡΙΟΥ ΛΤΔ,2011,2011,15515,15515,ΑΞΟΝΑΣ ΠΡΟΤΕΡΑΙΟΤΗΤΑΣ (ΑΠ) 4: ΠΑΡΑΓΩΓΙΚΟ ΠΕΡΙΒΑΛΛΟΝ,ΑΠ 4 > ΕΣ 1 > Σχέδιο Χορηγιών για Ενίσχυση της Ανταγωνιστικότητας των ΜΜΕ του Μεταποιητικού Τομέα,ERDF
Μηχανήματα και Εξοπλισμός,MANTZOURANOS COMΜERCIAL CENTRE PRINTING LTD,2011,2011,22138,22138,ΑΞΟΝΑΣ ΠΡΟΤΕΡΑΙΟΤΗΤΑΣ (ΑΠ) 4: ΠΑΡΑΓΩΓΙΚΟ ΠΕΡΙΒΑΛΛΟΝ,ΑΠ 4 > ΕΣ 1 > Σχέδιο Χορηγιών για Ενίσχυση της Ανταγωνιστικότητας των ΜΜΕ του Μεταποιητικού Τομέα,ERDF
Μηχανήματα και Εξοπλισμός,"ΑΝΔΡΕΑΣ Χ"" ΘΕΟΦΑΝΟΥΣ & ΥΙΟΙ ΛΤΔ",2011,2011,23815,23815,ΑΞΟΝΑΣ ΠΡΟΤΕΡΑΙΟΤΗΤΑΣ (ΑΠ) 4: ΠΑΡΑΓΩΓΙΚΟ ΠΕΡΙΒΑΛΛΟΝ,ΑΠ 4 > ΕΣ 1 > Σχέδιο Χορηγιών για Ενίσχυση της Ανταγωνιστικότητας των ΜΜΕ του Μεταποιητικού Τομέα,ERDF
Μηχανήματα και Εξοπλισμός,ΤΥΠΟΓΡΑΦΕΙΑ ΚΩΝΟΣ ΛΤΔ,2011,2011,32819,25710,ΑΞΟΝΑΣ ΠΡΟΤΕΡΑΙΟΤΗΤΑΣ (ΑΠ) 4: ΠΑΡΑΓΩΓΙΚΟ ΠΕΡΙΒΑΛΛΟΝ,ΑΠ 4 > ΕΣ 1 > Σχέδιο Χορηγιών για Ενίσχυση της Ανταγωνιστικότητας των ΜΜΕ του Μεταποιητικού Τομέα,ERDF
Μηχανήματα και Εξοπλισμός,ΒΙΒΛΙΟΔΕΤΕΙΟ ΚΩΣΤΑΚΗΣ ΑΔΑΜΟΥ ΛΤΔ,2011,2011,17056,15810,ΑΞΟΝΑΣ ΠΡΟΤΕΡΑΙΟΤΗΤΑΣ (ΑΠ) 4: ΠΑΡΑΓΩΓΙΚΟ ΠΕΡΙΒΑΛΛΟΝ,ΑΠ 4 > ΕΣ 1 > Σχέδιο Χορηγιών για Ενίσχυση της Ανταγωνιστικότητας των ΜΜΕ του Μεταποιητικού Τομέα,ERDF
Μηχανήματα και Εξοπλισμός,ΣΤΕΦΑΝΟΣ ΚΑΡΑΓΙΑΝΙΔΗΣ ΞΥΛΟΥΡΓΙΚΕΣ ΕΡΓΑΣΙΕΣ ΛΤΔ,2011,2011,11638,11638,ΑΞΟΝΑΣ ΠΡΟΤΕΡΑΙΟΤΗΤΑΣ (ΑΠ) 4: ΠΑΡΑΓΩΓΙΚΟ ΠΕΡΙΒΑΛΛΟΝ,ΑΠ 4 > ΕΣ 1 > Σχέδιο Χορηγιών για Ενίσχυση της Ανταγωνιστικότητας των ΜΜΕ του Μεταποιητικού Τομέα,ERDF
Μηχανήματα και Εξοπλισμός,ALL GLASS GMT LTD,2011,2011,8614,,ΑΞΟΝΑΣ ΠΡΟΤΕΡΑΙΟΤΗΤΑΣ (ΑΠ) 4: ΠΑΡΑΓΩΓΙΚΟ ΠΕΡΙΒΑΛΛΟΝ,ΑΠ 4 > ΕΣ 1 > Σχέδιο Χορηγιών για Ενίσχυση της Ανταγωνιστικότητας των ΜΜΕ του Μεταποιητικού Τομέα,ERDF
Μηχανήματα και Εξοπλισμός,ΞΥΛΟΥΡΓΙΚΕΣ ΕΡΓΑΣΙΕΣ ΟΔΥΣΣΕΑΣ ΠΑΝΑΓΗ ΛΤΔ,2011,2011,22806,22806,ΑΞΟΝΑΣ ΠΡΟΤΕΡΑΙΟΤΗΤΑΣ (ΑΠ) 4: ΠΑΡΑΓΩΓΙΚΟ ΠΕΡΙΒΑΛΛΟΝ,ΑΠ 4 > ΕΣ 1 > Σχέδιο Χορηγιών για Ενίσχυση της Ανταγωνιστικότητας των ΜΜΕ του Μεταποιητικού Τομέα,ERDF
Μηχανήματα και Εξοπλισμός,ΕΠΙΠΛΟΠΟΙΕΙΟΝ & ΞΥΛΟΥΡΓΙΚΕΣ ΕΡΓΑΣΙΕΣ ΑΦΟΙ Π. ΚΑΨΟΥΛΗ ΛΤΔ,2011,2011,34388,34388,ΑΞΟΝΑΣ ΠΡΟΤΕΡΑΙΟΤΗΤΑΣ (ΑΠ) 4: ΠΑΡΑΓΩΓΙΚΟ ΠΕΡΙΒΑΛΛΟΝ,ΑΠ 4 > ΕΣ 1 > Σχέδιο Χορηγιών για Ενίσχυση της Ανταγωνιστικότητας των ΜΜΕ του Μεταποιητικού Τομέα,ERDF
Μηχανήματα και Εξοπλισμός,THE NEW GENERATION STEEL WORK AND HOUSES LTD,2011,2011,11034,,ΑΞΟΝΑΣ ΠΡΟΤΕΡΑΙΟΤΗΤΑΣ (ΑΠ) 4: ΠΑΡΑΓΩΓΙΚΟ ΠΕΡΙΒΑΛΛΟΝ,ΑΠ 4 > ΕΣ 1 > Σχέδιο Χορηγιών για Ενίσχυση της Ανταγωνιστικότητας των ΜΜΕ του Μεταποιητικού Τομέα,ERDF
Μηχανήματα και Εξοπλισμός,ΠΕΡΙΚΛΗΣ ΘΕΟΔΩΡΟΥ & ΥΙΟΙ ΜΕΤΑΛΛΙΚΑΙ ΚΑΤΑΣΚΕΥΑΙ ΛΤΔ,2011,2011,11209,11209,ΑΞΟΝΑΣ ΠΡΟΤΕΡΑΙΟΤΗΤΑΣ (ΑΠ) 4: ΠΑΡΑΓΩΓΙΚΟ ΠΕΡΙΒΑΛΛΟΝ,ΑΠ 4 > ΕΣ 1 > Σχέδιο Χορηγιών για Ενίσχυση της Ανταγωνιστικότητας των ΜΜΕ του Μεταποιητικού Τομέα,ERDF
Μηχανήματα και Εξοπλισμός - Αναβάθμιση Κτιριακών εγκαταστάσεων,ΑΝΤΩΝΙΟΥ ΚΩΝΣΤΑΝΤΙΑ,2011,2011,10625,,ΑΞΟΝΑΣ ΠΡΟΤΕΡΑΙΟΤΗΤΑΣ (ΑΠ) 4: ΠΑΡΑΓΩΓΙΚΟ ΠΕΡΙΒΑΛΛΟΝ,ΑΠ 4 > ΕΣ 1 > Σχέδιο Χορηγιών για Ενίσχυση της Ανταγωνιστικότητας των ΜΜΕ του Μεταποιητικού Τομέα,ERDF
Μηχανήματα και Εξοπλισμός,JOHNSUN HEATERS LTD,2011,2013,8440,8440,ΑΞΟΝΑΣ ΠΡΟΤΕΡΑΙΟΤΗΤΑΣ (ΑΠ) 4: ΠΑΡΑΓΩΓΙΚΟ ΠΕΡΙΒΑΛΛΟΝ,ΑΠ 4 > ΕΣ 1 > Σχέδιο Χορηγιών για Ενίσχυση της Ανταγωνιστικότητας των ΜΜΕ του Μεταποιητικού Τομέα,ERDF
Μηχανήματα και Εξοπλισμός,ΕΠΙΠΛΩΣΕΙΣ & ΞΥΛΟΥΡΓΙΚΑ ΑΝΔΡΕΑΣ ΝΕΑΡΧΟΥ & ΥΙΟΣ ΛΤΔ,2011,2011,22796,,ΑΞΟΝΑΣ ΠΡΟΤΕΡΑΙΟΤΗΤΑΣ (ΑΠ) 4: ΠΑΡΑΓΩΓΙΚΟ ΠΕΡΙΒΑΛΛΟΝ,ΑΠ 4 > ΕΣ 1 > Σχέδιο Χορηγιών για Ενίσχυση της Ανταγωνιστικότητας των ΜΜΕ του Μεταποιητικού Τομέα,ERDF
Μηχανήματα και Εξοπλισμός,GOLDEN LINE FURNITURE MANUFACTURES LTD,2011,2011,32970,,ΑΞΟΝΑΣ ΠΡΟΤΕΡΑΙΟΤΗΤΑΣ (ΑΠ) 4: ΠΑΡΑΓΩΓΙΚΟ ΠΕΡΙΒΑΛΛΟΝ,ΑΠ 4 > ΕΣ 1 > Σχέδιο Χορηγιών για Ενίσχυση της Ανταγωνιστικότητας των ΜΜΕ του Μεταποιητικού Τομέα,ERDF
Μηχανήματα και Εξοπλισμός,ΞΥΛΟΥΡΓΙΚΕΣ ΕΡΓΑΣΙΕΣ ΚΩΣΤΑΣ & ΑΝΔΡΕΑΣ ΓΕΩΡΓΙΟΥ ΛΤΔ,2011,2011,20586,20586,ΑΞΟΝΑΣ ΠΡΟΤΕΡΑΙΟΤΗΤΑΣ (ΑΠ) 4: ΠΑΡΑΓΩΓΙΚΟ ΠΕΡΙΒΑΛΛΟΝ,ΑΠ 4 > ΕΣ 1 > Σχέδιο Χορηγιών για Ενίσχυση της Ανταγωνιστικότητας των ΜΜΕ του Μεταποιητικού Τομέα,ERDF
Μηχανήματα και Εξοπλισμός,DANNY ENTERPRISES LTD,2011,2011,18189,,ΑΞΟΝΑΣ ΠΡΟΤΕΡΑΙΟΤΗΤΑΣ (ΑΠ) 4: ΠΑΡΑΓΩΓΙΚΟ ΠΕΡΙΒΑΛΛΟΝ,ΑΠ 4 > ΕΣ 1 > Σχέδιο Χορηγιών για Ενίσχυση της Ανταγωνιστικότητας των ΜΜΕ του Μεταποιητικού Τομέα,ERDF
Μηχανήματα και Εξοπλισμός,ΠΙΣΣΟΥΡΟΥ ΟΥΡΑΝΙΑ,2011,2012,7980,7980,ΑΞΟΝΑΣ ΠΡΟΤΕΡΑΙΟΤΗΤΑΣ (ΑΠ) 4: ΠΑΡΑΓΩΓΙΚΟ ΠΕΡΙΒΑΛΛΟΝ,ΑΠ 4 > ΕΣ 1 > Σχέδιο Χορηγιών για Ενίσχυση της Ανταγωνιστικότητας των ΜΜΕ του Μεταποιητικού Τομέα,ERDF
Μηχανήματα και Εξοπλισμός,P.GEORGIOU & SONS (ALOUMINIA) LTD,2011,2012,8295,8295,ΑΞΟΝΑΣ ΠΡΟΤΕΡΑΙΟΤΗΤΑΣ (ΑΠ) 4: ΠΑΡΑΓΩΓΙΚΟ ΠΕΡΙΒΑΛΛΟΝ,ΑΠ 4 > ΕΣ 1 > Σχέδιο Χορηγιών για Ενίσχυση της Ανταγωνιστικότητας των ΜΜΕ του Μεταποιητικού Τομέα,ERDF
Μηχανήματα και Εξοπλισμός,I. K. PRINT DIRECT LTD,2011,2011,32445,,ΑΞΟΝΑΣ ΠΡΟΤΕΡΑΙΟΤΗΤΑΣ (ΑΠ) 4: ΠΑΡΑΓΩΓΙΚΟ ΠΕΡΙΒΑΛΛΟΝ,ΑΠ 4 > ΕΣ 1 > Σχέδιο Χορηγιών για Ενίσχυση της Ανταγωνιστικότητας των ΜΜΕ του Μεταποιητικού Τομέα,ERDF
Μηχανήματα και Εξοπλισμός,EPICHIRISIS N. A. IOULIANOY LTD,2011,2011,18530,,ΑΞΟΝΑΣ ΠΡΟΤΕΡΑΙΟΤΗΤΑΣ (ΑΠ) 4: ΠΑΡΑΓΩΓΙΚΟ ΠΕΡΙΒΑΛΛΟΝ,ΑΠ 4 > ΕΣ 1 > Σχέδιο Χορηγιών για Ενίσχυση της Ανταγωνιστικότητας των ΜΜΕ του Μεταποιητικού Τομέα,ERDF
Μηχανήματα και Εξοπλισμός,ΜΙΧΑΗΛ Α. ΜΙΧΑΗΛ & ΥΙΟΣ ΛΤΔ,2011,2011,32743,,ΑΞΟΝΑΣ ΠΡΟΤΕΡΑΙΟΤΗΤΑΣ (ΑΠ) 4: ΠΑΡΑΓΩΓΙΚΟ ΠΕΡΙΒΑΛΛΟΝ,ΑΠ 4 > ΕΣ 1 > Σχέδιο Χορηγιών για Ενίσχυση της Ανταγωνιστικότητας των ΜΜΕ του Μεταποιητικού Τομέα,ERDF
Μηχανήματα και Εξοπλισμός,GIANNIS MENICOU SIGNS LTD,2011,2011,21735,,ΑΞΟΝΑΣ ΠΡΟΤΕΡΑΙΟΤΗΤΑΣ (ΑΠ) 4: ΠΑΡΑΓΩΓΙΚΟ ΠΕΡΙΒΑΛΛΟΝ,ΑΠ 4 > ΕΣ 1 > Σχέδιο Χορηγιών για Ενίσχυση της Ανταγωνιστικότητας των ΜΜΕ του Μεταποιητικού Τομέα,ERDF
Μηχανήματα και Εξοπλισμός,PANICOS MILTIADOUS CONFECTIONERY LIMITED,2011,2011,30905,,ΑΞΟΝΑΣ ΠΡΟΤΕΡΑΙΟΤΗΤΑΣ (ΑΠ) 4: ΠΑΡΑΓΩΓΙΚΟ ΠΕΡΙΒΑΛΛΟΝ,ΑΠ 4 > ΕΣ 1 > Σχέδιο Χορηγιών για Ενίσχυση της Ανταγωνιστικότητας των ΜΜΕ του Μεταποιητικού Τομέα,ERDF
Μηχανήματα και Εξοπλισμός,ΜΙΧΑΛΗΣ Α. ΓΕΡΜΑΝΟΣ & ΥΙΟΙ ΛΤΔ,2011,2011,32449,19779,ΑΞΟΝΑΣ ΠΡΟΤΕΡΑΙΟΤΗΤΑΣ (ΑΠ) 4: ΠΑΡΑΓΩΓΙΚΟ ΠΕΡΙΒΑΛΛΟΝ,ΑΠ 4 > ΕΣ 1 > Σχέδιο Χορηγιών για Ενίσχυση της Ανταγωνιστικότητας των ΜΜΕ του Μεταποιητικού Τομέα,ERDF
Μηχανήματα και Εξοπλισμός,Κ. PELEKANOS AIR FILTER LTD,2011,2012,5804,5283,ΑΞΟΝΑΣ ΠΡΟΤΕΡΑΙΟΤΗΤΑΣ (ΑΠ) 4: ΠΑΡΑΓΩΓΙΚΟ ΠΕΡΙΒΑΛΛΟΝ,ΑΠ 4 > ΕΣ 1 > Σχέδιο Χορηγιών για Ενίσχυση της Ανταγωνιστικότητας των ΜΜΕ του Μεταποιητικού Τομέα,ERDF
Μηχανήματα και Εξοπλισμός,ΜΗΧΑΝΟΥΡΓΕΙΑ ΤΗΛΕΜΑΧΟΣ ΕΥΣΤΑΘΙΟΥ & ΥΙΟΣ ΛΤΔ,2011,2012,33005,27643,ΑΞΟΝΑΣ ΠΡΟΤΕΡΑΙΟΤΗΤΑΣ (ΑΠ) 4: ΠΑΡΑΓΩΓΙΚΟ ΠΕΡΙΒΑΛΛΟΝ,ΑΠ 4 > ΕΣ 1 > Σχέδιο Χορηγιών για Ενίσχυση της Ανταγωνιστικότητας των ΜΜΕ του Μεταποιητικού Τομέα,ERDF
